comuna;candidato;partido;lista;sector;votos;porcentaje;total_votos;mesas_escrutadas;mesas_totales;mesas_porcentaje
ILLAPEL;Hermosina De Mercedes Manquez Olivares;PDG;P - PARTIDO DE LA GENTE E INDEPENDIENTES;Derecha;864;0,03584021238644377;24107;72;72;1,000000000000000
ILLAPEL;Fabian Olivares Hidalgo;IND;CANDIDATURAS INDEPENDIENTES;Independiente;863;0,03579873065914465;24107;72;72;1,000000000000000
ILLAPEL;Nulo/Blanco;;NA;Otros;1258;0,05218401294229891;24107;72;72;1,000000000000000
INDEPENDENCIA;Agustin Iglesias Muñoz;IND;Z - CHILE VAMOS;Derecha;25846;0,38801399168305534;66611;231;231;1,000000000000000
INDEPENDENCIA;Daniela Constanza Parada Vargas;FA;H - CONTIGO CHILE MEJOR;Izquierda;15519;0,23297953791415832;66611;231;231;1,000000000000000
INDEPENDENCIA;Margarita Garrido Acevedo;IND;F - PARTIDO SOCIAL CRISTIANO E INDEPENDIENTES;Independiente;7279;0,10927624566513039;66611;231;231;1,000000000000000
INDEPENDENCIA;Jennifer Andrea Perez Rivera;IND;B - IZQUIERDA ECOLOGISTA POPULAR;Independiente;4692;0,07043881641170377;66611;231;231;1,000000000000000
INDEPENDENCIA;Francisco Antonio Becerra Rivas;PAVP;X - ECOLOGISTAS, ANIMALISTAS E INDEPENDIENTES;Izquierda;3983;0,05979492876551921;66611;231;231;1,000000000000000
INDEPENDENCIA;Nulo/Blanco;;NA;Otros;9292;0,13949647956043296;66611;231;231;1,000000000000000
IQUIQUE;Mauricio Alejandro Soria Macchiavello;IND;H - CONTIGO CHILE MEJOR;Izquierda;45113;0,35113951243812075;128476;429;429;1,000000000000000
IQUIQUE;Ximena Naranjo Pinto;IND;Z - CHILE VAMOS;Derecha;38554;0,30008717581493821;128476;429;429;1,000000000000000
IQUIQUE;Felipe Francisco Rojas Andrade;IND;F - PARTIDO SOCIAL CRISTIANO E INDEPENDIENTES;Independiente;19988;0,15557769544506367;128476;429;429;1,000000000000000
IQUIQUE;Jorge Zavala Valenzuela;DEMOCRATAS;R - CENTRO DEMOCRATICO;Derecha;11008;0,08568137239640089;128476;429;429;1,000000000000000
IQUIQUE;Nulo/Blanco;;NA;Otros;13813;0,10751424390547651;128476;429;429;1,000000000000000
ISLA DE MAIPO;Juan Pablo Olave Cambara;IND;Z - CHILE VAMOS;Derecha;17624;0,61993035280875164;28429;80;80;1,000000000000000
ISLA DE MAIPO;Carlos Francisco Adasme Godoy;IND;H - CONTIGO CHILE MEJOR;Izquierda;9017;0,31717612297302050;28429;80;80;1,000000000000000
ISLA DE MAIPO;Nulo/Blanco;;NA;Otros;1788;0,06289352421822787;28429;80;80;1,000000000000000
ISLA DE PASCUA;Elizabeth Joana Arevalo Pakarati;IND;CANDIDATURAS INDEPENDIENTES;Independiente;1701;0,34643584521384929;4910;18;18;1,000000000000000
ISLA DE PASCUA;Mai Teao Osorio;RN;Z - CHILE VAMOS;Derecha;1306;0,26598778004073320;4910;18;18;1,000000000000000
ISLA DE PASCUA;Juliette Hotus Paoa;IND;H - CONTIGO CHILE MEJOR;Izquierda;1263;0,25723014256619142;4910;18;18;1,000000000000000
ISLA DE PASCUA;Camilo Alejandro Rapu Riroroko;IND;R - CENTRO DEMOCRATICO;Centro;460;0,09368635437881874;4910;18;18;1,000000000000000
ISLA DE PASCUA;Nulo/Blanco;;NA;Otros;180;0,03665987780040733;4910;18;18;1,000000000000000
JUAN FERNANDEZ;Pablo Andres Manriquez Angulo;IND;H - CONTIGO CHILE MEJOR;Izquierda;436;0,69537480063795853;627;3;3;1,000000000000000
JUAN FERNANDEZ;Leopoldo Gonzalez Charpentier;RN;Z - CHILE VAMOS;Derecha;172;0,27432216905901119;627;3;3;1,000000000000000
JUAN FERNANDEZ;Nulo/Blanco;;NA;Otros;19;0,03030303030303030;627;3;3;1,000000000000000
LA CISTERNA;Joel Andres Olmos Espinoza;AH;H - CONTIGO CHILE MEJOR;Izquierda;19730;0,29736695353358755;66349;209;209;1,000000000000000
LA CISTERNA;Marjorie Vasquez Acuña;RN;Z - CHILE VAMOS;Derecha;17837;0,26883600355694887;66349;209;209;1,000000000000000
LA CISTERNA;Santiago Rebolledo Pizarro;IND;CANDIDATURAS INDEPENDIENTES;Independiente;12506;0,18848814601576513;66349;209;209;1,000000000000000
LA CISTERNA;Patricio Ossandón Ortiz;IND;CANDIDATURAS INDEPENDIENTES;Independiente;4943;0,07449999246409139;66349;209;209;1,000000000000000
LA CISTERNA;Francisco Muñoz Manque;IND;CANDIDATURAS INDEPENDIENTES;Independiente;3587;0,05406260832868619;66349;209;209;1,000000000000000
LA CISTERNA;Nulo/Blanco;;NA;Otros;7746;0,11674629610092088;66349;209;209;1,000000000000000
LA CRUZ;Filomena Aida Navia Hevia;PS;H - CONTIGO CHILE MEJOR;Izquierda;6362;0,38120917969920309;16689;48;48;1,000000000000000
LA CRUZ;Maite Larrondo Laborde;UDI;Z - CHILE VAMOS;Derecha;5889;0,35286715800826890;16689;48;48;1,000000000000000
LA CRUZ;Rolando Gonzalo Arcos Arredondo;IND;R - CENTRO DEMOCRATICO;Centro;1900;0,11384744442447121;16689;48;48;1,000000000000000
LA CRUZ;Paolo Sanhueza Beretta;IND;F - PARTIDO SOCIAL CRISTIANO E INDEPENDIENTES;Independiente;1555;0,09317514530529090;16689;48;48;1,000000000000000
LA CRUZ;Nulo/Blanco;;NA;Otros;983;0,05890107256276590;16689;48;48;1,000000000000000
LA ESTRELLA;Valentin Geronimo Vidal Rubio;IND;H - CONTIGO CHILE MEJOR;Izquierda;1594;0,40570119623313822;3929;11;11;1,000000000000000
LA ESTRELLA;Cecilia Acuña Caceres;IND;Z - CHILE VAMOS;Derecha;1494;0,38024942733519979;3929;11;11;1,000000000000000
LA ESTRELLA;Gaston Fernández Mori;IND;CANDIDATURAS INDEPENDIENTES;Independiente;632;0,16085517943497074;3929;11;11;1,000000000000000
LA ESTRELLA;Nulo/Blanco;;NA;Otros;209;0,05319419699669127;3929;11;11;1,000000000000000
LA FLORIDA;Daniel Reyes Morales;IND;Z - CHILE VAMOS;Derecha;124509;0,46050485436893202;270375;788;788;1,000000000000000
LA FLORIDA;Nicolas Alejandro Hurtado Acuña;PCCH;H - CONTIGO CHILE MEJOR;Izquierda;69534;0,25717614424410540;270375;788;788;1,000000000000000
LA FLORIDA;Paola Romero Llanos;IND;X - ECOLOGISTAS, ANIMALISTAS E INDEPENDIENTES;Independiente;22293;0,08245214979195561;270375;788;788;1,000000000000000
LA FLORIDA;Carol Ester Espinaza Aschieri;PSC;F - PARTIDO SOCIAL CRISTIANO E INDEPENDIENTES;Derecha;10983;0,04062135922330097;270375;788;788;1,000000000000000
LA FLORIDA;Juan Carlos Zurita Medina;PH;B - IZQUIERDA ECOLOGISTA POPULAR;Izquierda;9251;0,03421544151641239;270375;788;788;1,000000000000000
LA FLORIDA;Nulo/Blanco;;NA;Otros;33805;0,12503005085529356;270375;788;788;1,000000000000000
LA GRANJA;Claudio Eugenio Arriagada Macaya;IND;CANDIDATURAS INDEPENDIENTES;Independiente;23106;0,27351823573280304;84477;254;254;1,000000000000000
LA GRANJA;Edita Alarcon Saavedra;PDC;H - CONTIGO CHILE MEJOR;Centro;20877;0,24713235555239887;84477;254;254;1,000000000000000
LA GRANJA;German Pino Maturana;IND;CANDIDATURAS INDEPENDIENTES;Independiente;11803;0,13971850326124272;84477;254;254;1,000000000000000
LA GRANJA;Marcelo Ortiz Aravena;IND;CANDIDATURAS INDEPENDIENTES;Independiente;7076;0,08376244421558530;84477;254;254;1,000000000000000
LA GRANJA;Silvana Poblete Romero;IND;CANDIDATURAS INDEPENDIENTES;Independiente;6423;0,07603252956426010;84477;254;254;1,000000000000000
LA GRANJA;Freddy Brito Uribe;IND;F - PARTIDO SOCIAL CRISTIANO E INDEPENDIENTES;Independiente;3301;0,03907572475348320;84477;254;254;1,000000000000000
LA GRANJA;Nulo/Blanco;;NA;Otros;11891;0,14076020692022681;84477;254;254;1,000000000000000
LA HIGUERA;Uberlinda Aquea Barraza;PS;H - CONTIGO CHILE MEJOR;Izquierda;2041;0,46513217866909756;4388;13;13;1,000000000000000
LA HIGUERA;Dinka Herrera Saavedra;UDI;Z - CHILE VAMOS;Derecha;1772;0,40382862351868731;4388;13;13;1,000000000000000
LA HIGUERA;Carlos Flores Gonzalez;IND;CANDIDATURAS INDEPENDIENTES;Independiente;184;0,04193254329990884;4388;13;13;1,000000000000000
LA HIGUERA;Rosita Guzman Sasmaya;IND;CANDIDATURAS INDEPENDIENTES;Independiente;162;0,03691886964448496;4388;13;13;1,000000000000000
LA HIGUERA;Nulo/Blanco;;NA;Otros;229;0,05218778486782133;4388;13;13;1,000000000000000
LA LIGUA;Patricio Pallares Valenzuela;IND;CANDIDATURAS INDEPENDIENTES;Independiente;9130;0,31305719380057606;29164;86;86;1,000000000000000
LA LIGUA;Andres Soza Reinoso;UDI;Z - CHILE VAMOS;Derecha;7741;0,26542998216979841;29164;86;86;1,000000000000000
LA LIGUA;Severina De Gracia De Sanchez;IND;CANDIDATURAS INDEPENDIENTES;Independiente;6033;0,20686462762309696;29164;86;86;1,000000000000000
LA LIGUA;Lorena Cecilia Donaire Cataldo;FA;H - CONTIGO CHILE MEJOR;Izquierda;1581;0,05421067068989165;29164;86;86;1,000000000000000
LA LIGUA;Paola Janet Lazo Chacana;IND;CANDIDATURAS INDEPENDIENTES;Independiente;1130;0,03874639967082705;29164;86;86;1,000000000000000
LA LIGUA;Armando Aquiles Torrealba Abarca;IND;CANDIDATURAS INDEPENDIENTES;Independiente;522;0,01789877931696612;29164;86;86;1,000000000000000
LA LIGUA;Armando Antonio Castillo Riquelme;IND;B - IZQUIERDA ECOLOGISTA POPULAR;Independiente;423;0,01450418323961048;29164;86;86;1,000000000000000
LA LIGUA;Felipe Herrera Roco;IND;F - PARTIDO SOCIAL CRISTIANO E INDEPENDIENTES;Independiente;356;0,01220683033877383;29164;86;86;1,000000000000000
LA LIGUA;Nulo/Blanco;;NA;Otros;2248;0,07708133315045947;29164;86;86;1,000000000000000
LA PINTANA;Claudia Pizarro Peña;PDC;H - CONTIGO CHILE MEJOR;Centro;38736;0,33103448275862069;117015;346;346;1,000000000000000
LA PINTANA;Guillermo Antonio Benavides Aguirre;IND;CANDIDATURAS INDEPENDIENTES;Independiente;36012;0,30775541597231126;117015;346;346;1,000000000000000
LA PINTANA;Pablo Maltes Biskupovic;IND;X - ECOLOGISTAS, ANIMALISTAS E INDEPENDIENTES;Independiente;9879;0,08442507370849892;117015;346;346;1,000000000000000
LA PINTANA;David Eduardo Zambrano Salazar;PDG;P - PARTIDO DE LA GENTE E INDEPENDIENTES;Derecha;9124;0,07797290945605265;117015;346;346;1,000000000000000
LA PINTANA;Héctor Garrido Astudillo;IND;CANDIDATURAS INDEPENDIENTES;Independiente;5934;0,05071144725035252;117015;346;346;1,000000000000000
LA PINTANA;Nulo/Blanco;;NA;Otros;17330;0,14810067085416401;117015;346;346;1,000000000000000
LA REINA;Jose Manuel Palacios Parra;UDI;Z - CHILE VAMOS;Derecha;47335;0,64129138893404869;73812;231;231;1,000000000000000
LA REINA;Marilen Cabrera Olmos;AH;H - CONTIGO CHILE MEJOR;Izquierda;12702;0,17208583970086164;73812;231;231;1,000000000000000
LA REINA;Valentina Lowick-Russell Vargas;PAVP;X - ECOLOGISTAS, ANIMALISTAS E INDEPENDIENTES;Izquierda;7235;0,09801929225600173;73812;231;231;1,000000000000000
LA REINA;Nulo/Blanco;;NA;Otros;6540;0,08860347910908796;73812;231;231;1,000000000000000
LA SERENA;Daniela Norambuena Borgheresi;RN;Z - CHILE VAMOS;Derecha;29306;0,17459428544193695;167852;507;507;1,000000000000000
LA SERENA;Pablo Yañez Pizarro;IND;CANDIDATURAS INDEPENDIENTES;Independiente;24625;0,14670662250077449;167852;507;507;1,000000000000000
LA SERENA;Felix Alonso Velasco Ladron De Guevara;IND;CANDIDATURAS INDEPENDIENTES;Independiente;22429;0,13362366846984247;167852;507;507;1,000000000000000
LA SERENA;Ernesto Velasco Rodriguez;PR;H - CONTIGO CHILE MEJOR;Izquierda;19710;0,11742487429402092;167852;507;507;1,000000000000000
LA SERENA;Pamela Salome Caimanque Espejo;IND;CANDIDATURAS INDEPENDIENTES;Independiente;14790;0,08811333794056669;167852;507;507;1,000000000000000
LA SERENA;Marcelo Telias Ortiz;IND;CANDIDATURAS INDEPENDIENTES;Independiente;14700;0,08757715129995472;167852;507;507;1,000000000000000
LA SERENA;Juan Carlos Thenoux Ciudad;PDG;P - PARTIDO DE LA GENTE E INDEPENDIENTES;Derecha;6964;0,04148893072468603;167852;507;507;1,000000000000000
LA SERENA;Andrea Guzman Herrera;IND;F - PARTIDO SOCIAL CRISTIANO E INDEPENDIENTES;Independiente;3752;0,02235302528417892;167852;507;507;1,000000000000000
LA SERENA;Ana Maria Iturralde Peña;IND;B - IZQUIERDA ECOLOGISTA POPULAR;Independiente;3431;0,02044062626599624;167852;507;507;1,000000000000000
LA SERENA;Elizabeth Fredes Rosales;IND;CANDIDATURAS INDEPENDIENTES;Independiente;2268;0,01351190334342159;167852;507;507;1,000000000000000
LA SERENA;Mariela Parada Enero;IND;CANDIDATURAS INDEPENDIENTES;Independiente;1623;0,00966923241903582;167852;507;507;1,000000000000000
LA SERENA;Nulo/Blanco;;NA;Otros;24254;0,14449634201558517;167852;507;507;1,000000000000000
LA UNION;Saturnino Casimiro Quezada Solis;IND;CANDIDATURAS INDEPENDIENTES;Independiente;6839;0,22139851084493364;30890;96;96;1,000000000000000
LA UNION;Juan Andres Reinoso Carrillo;PS;H - CONTIGO CHILE MEJOR;Izquierda;5986;0,19378439624473939;30890;96;96;1,000000000000000
LA UNION;Aldo Pinuer Solis;IND;CANDIDATURAS INDEPENDIENTES;Independiente;5049;0,16345095500161866;30890;96;96;1,000000000000000
LA UNION;Matías Velasquez Flores;IND;CANDIDATURAS INDEPENDIENTES;Independiente;3819;0,12363224344448041;30890;96;96;1,000000000000000
LA UNION;Camilo Gomez Gomez;IND;CANDIDATURAS INDEPENDIENTES;Independiente;3344;0,10825509873745549;30890;96;96;1,000000000000000
LA UNION;Eliana Elena Azocar Silva;RN;Z - CHILE VAMOS;Derecha;2810;0,09096795079313694;30890;96;96;1,000000000000000
LA UNION;Herty Baez Hernandez;IND;CANDIDATURAS INDEPENDIENTES;Independiente;478;0,01547426351570087;30890;96;96;1,000000000000000
LA UNION;Maria Sonia Aguilef Gallegos;PDG;P - PARTIDO DE LA GENTE E INDEPENDIENTES;Derecha;368;0,01191324053091615;30890;96;96;1,000000000000000
LA UNION;Nulo/Blanco;;NA;Otros;2197;0,07112334088701845;30890;96;96;1,000000000000000
LAGO RANCO;Miguel Angel Meza Shwenke;RN;Z - CHILE VAMOS;Derecha;7054;0,78666220586595292;8967;29;29;1,000000000000000
LAGO RANCO;Catherine Danitza Escarate Fuentes;PCCH;H - CONTIGO CHILE MEJOR;Izquierda;1177;0,13125906100144977;8967;29;29;1,000000000000000
LAGO RANCO;Nulo/Blanco;;NA;Otros;736;0,08207873313259730;8967;29;29;1,000000000000000
LAGO VERDE;Claudia Andrea Valdes Vasquez;IND;H - CONTIGO CHILE MEJOR;Izquierda;506;0,49852216748768474;1015;5;5;1,000000000000000
LAGO VERDE;Raul Rogelio Becerra Escobar;IND;CANDIDATURAS INDEPENDIENTES;Independiente;371;0,36551724137931035;1015;5;5;1,000000000000000
LAGO VERDE;Doly Cadagan Mardones;IND;Z - CHILE VAMOS;Derecha;64;0,06305418719211822;1015;5;5;1,000000000000000
LAGO VERDE;Marco Adiel San Martín San Martín;DEMOCRATAS;R - CENTRO DEMOCRATICO;Derecha;51;0,05024630541871921;1015;5;5;1,000000000000000
LAGO VERDE;Nulo/Blanco;;NA;Otros;23;0,02266009852216749;1015;5;5;1,000000000000000
LAGUNA BLANCA;Fernando Ojeda Gonzalez;PS;H - CONTIGO CHILE MEJOR;Izquierda;265;0,41021671826625389;646;3;3;1,000000000000000
LAGUNA BLANCA;Jaime Arteaga Vera;IND;Z - CHILE VAMOS;Derecha;232;0,35913312693498450;646;3;3;1,000000000000000
LAGUNA BLANCA;Carlos Fajardo Cauñan;IND;CANDIDATURAS INDEPENDIENTES;Independiente;124;0,19195046439628483;646;3;3;1,000000000000000
LAGUNA BLANCA;Nulo/Blanco;;NA;Otros;25;0,03869969040247678;646;3;3;1,000000000000000
LAJA;Vladimir Fica Toledo;RN;Z - CHILE VAMOS;Derecha;6927;0,37276004950761449;18583;55;55;1,000000000000000
LAJA;Roberto Quintana Inostroza;IND;CANDIDATURAS INDEPENDIENTES;Independiente;5712;0,30737771081095627;18583;55;55;1,000000000000000
LAJA;Israel Araneda Arriagada;IND;CANDIDATURAS INDEPENDIENTES;Independiente;1410;0,07587580046278856;18583;55;55;1,000000000000000
LAJA;Mayerly Beltran Montoya;IND;CANDIDATURAS INDEPENDIENTES;Independiente;1266;0,06812678254318463;18583;55;55;1,000000000000000
LAJA;Maria Isabel Araneda Aburto;IND;H - CONTIGO CHILE MEJOR;Izquierda;1254;0,06748103104988430;18583;55;55;1,000000000000000
LAJA;Rene Miguel Vidal Llanos;REP;Y - REPUBLICANOS E INDEPENDIENTES;Derecha;925;0,04977667760856697;18583;55;55;1,000000000000000
LAJA;Nulo/Blanco;;NA;Otros;1089;0,05860194801700479;18583;55;55;1,000000000000000
LAMPA;Jonathan Opazo Carrasco;IND;H - CONTIGO CHILE MEJOR;Izquierda;19787;0,29281539030706621;67575;194;194;1,000000000000000
LAMPA;Carlos Escobar Paredes;IND;CANDIDATURAS INDEPENDIENTES;Independiente;15025;0,22234554199038106;67575;194;194;1,000000000000000
LAMPA;Mario Olavarria Rodriguez;IND;Z - CHILE VAMOS;Derecha;14041;0,20778394376618572;67575;194;194;1,000000000000000
LAMPA;Cristian Talamilla Lopez;IND;CANDIDATURAS INDEPENDIENTES;Independiente;3945;0,05837957824639289;67575;194;194;1,000000000000000
LAMPA;Alejandra Solange Navarrete Carrasco;IND;R - CENTRO DEMOCRATICO;Centro;2209;0,03268960414354421;67575;194;194;1,000000000000000
LAMPA;Gonzalo Alberto Rebolledo Rodriguez;IND;B - IZQUIERDA ECOLOGISTA POPULAR;Independiente;2181;0,03227524972253052;67575;194;194;1,000000000000000
LAMPA;Fabiola Zapata Panes;IND;CANDIDATURAS INDEPENDIENTES;Independiente;1861;0,02753977062523123;67575;194;194;1,000000000000000
LAMPA;Eva Alarcon Alanis;IND;CANDIDATURAS INDEPENDIENTES;Independiente;1129;0,01670736219015908;67575;194;194;1,000000000000000
LAMPA;Nulo/Blanco;;NA;Otros;7397;0,10946355900850907;67575;194;194;1,000000000000000
LANCO;Juan Rocha Aguilera;PS;H - CONTIGO CHILE MEJOR;Izquierda;6725;0,47209547209547209;14245;45;45;1,000000000000000
LANCO;Eduardo Uribe Campos;RN;Z - CHILE VAMOS;Derecha;5800;0,40716040716040713;14245;45;45;1,000000000000000
LANCO;Marcela Olivera Montero;IND;CANDIDATURAS INDEPENDIENTES;Independiente;745;0,05229905229905230;14245;45;45;1,000000000000000
LANCO;Nulo/Blanco;;NA;Otros;975;0,06844506844506844;14245;45;45;1,000000000000000
LAS CABRAS;Juan Pablo Flores Astorga;PS;H - CONTIGO CHILE MEJOR;Izquierda;6642;0,31587958339278072;21027;59;59;1,000000000000000
LAS CABRAS;Jaime Fabia Reyes;IND;CANDIDATURAS INDEPENDIENTES;Independiente;4851;0,23070338136681409;21027;59;59;1,000000000000000
LAS CABRAS;Rigoberto Leiva Parra;IND;CANDIDATURAS INDEPENDIENTES;Independiente;3670;0,17453749940552624;21027;59;59;1,000000000000000
LAS CABRAS;Alejandra Baeza Pereira;IND;CANDIDATURAS INDEPENDIENTES;Independiente;1555;0,07395253721405812;21027;59;59;1,000000000000000
LAS CABRAS;Carlos Romero Martínez;UDI;Z - CHILE VAMOS;Derecha;1367;0,06501165168592761;21027;59;59;1,000000000000000
LAS CABRAS;Gonzalo Rubio Fuenzalida;IND;CANDIDATURAS INDEPENDIENTES;Independiente;992;0,04717743853141199;21027;59;59;1,000000000000000
LAS CABRAS;Guido Perez Maldonado;IND;F - PARTIDO SOCIAL CRISTIANO E INDEPENDIENTES;Independiente;453;0,02154372949065487;21027;59;59;1,000000000000000
LAS CABRAS;Nulo/Blanco;;NA;Otros;1497;0,07119417891282637;21027;59;59;1,000000000000000
LAS CONDES;Catalina San Martín Cavada;IND;CANDIDATURAS INDEPENDIENTES;Derecha;77560;0,36599925441100828;211913;715;715;1,000000000000000
LAS CONDES;Marcela Cubillos Sigall;IND;CANDIDATURAS INDEPENDIENTES;Derecha;75714;0,35728813239395413;211913;715;715;1,000000000000000
LAS CONDES;Constanza Gabriela Schonhaut Soto;FA;H - CONTIGO CHILE MEJOR;Izquierda;20453;0,09651602308494524;211913;715;715;1,000000000000000
LAS CONDES;Marcela Andrea Cubillos Hevia;IND;B - IZQUIERDA ECOLOGISTA POPULAR;Independiente;11925;0,05627309320334288;211913;715;715;1,000000000000000
LAS CONDES;Igor Contreras Jeria;PAVP;X - ECOLOGISTAS, ANIMALISTAS E INDEPENDIENTES;Izquierda;5028;0,02372671803995036;211913;715;715;1,000000000000000
LAS CONDES;Angel Rodrigo Rozas Diaz;PDG;P - PARTIDO DE LA GENTE E INDEPENDIENTES;Derecha;3590;0,01694091443186591;211913;715;715;1,000000000000000
LAS CONDES;Nulo/Blanco;;NA;Otros;17643;0,08325586443493320;211913;715;715;1,000000000000000
LAUTARO;Ricardo Jaramillo Galindo;RN;Z - CHILE VAMOS;Derecha;10667;0,33866717465155410;31497;96;96;1,000000000000000
LAUTARO;Claudia Navarrete Arias;IND;CANDIDATURAS INDEPENDIENTES;Independiente;9148;0,29044035939930785;31497;96;96;1,000000000000000
LAUTARO;Gaston Muñoz Riego;PS;H - CONTIGO CHILE MEJOR;Izquierda;3349;0,10632758675429406;31497;96;96;1,000000000000000
LAUTARO;Carolina Andrea Flores Pumeyrau;IND;R - CENTRO DEMOCRATICO;Centro;3254;0,10331142648506207;31497;96;96;1,000000000000000
LAUTARO;Susana Fuentes Morales;IND;CANDIDATURAS INDEPENDIENTES;Independiente;1826;0,05797377528018541;31497;96;96;1,000000000000000
LAUTARO;Luciano Roberto Monsalve Pasmiño;PDG;P - PARTIDO DE LA GENTE E INDEPENDIENTES;Derecha;690;0,02190684827126393;31497;96;96;1,000000000000000
LAUTARO;Nulo/Blanco;;NA;Otros;2563;0,08137282915833254;31497;96;96;1,000000000000000
LEBU;Marcela Tiznado Fernández;IND;Z - CHILE VAMOS;Derecha;10332;0,53913587977457733;19164;58;58;1,000000000000000
LEBU;Edgardo Cerda Monsalve;IND;CANDIDATURAS INDEPENDIENTES;Independiente;3863;0,20157587142558964;19164;58;58;1,000000000000000
LEBU;Francisco Javier Yevenes Nuñez;PCCH;H - CONTIGO CHILE MEJOR;Izquierda;3565;0,18602588186182425;19164;58;58;1,000000000000000
LEBU;Nulo/Blanco;;NA;Otros;1404;0,07326236693800876;19164;58;58;1,000000000000000
LICANTEN;Claudio Alejandro Reyes Fuenzalida;IND;CANDIDATURAS INDEPENDIENTES;Independiente;2091;0,33338647959183676;6272;19;19;1,000000000000000
LICANTEN;Alvaro Christian Donoso Pavez;IND;CANDIDATURAS INDEPENDIENTES;Independiente;2001;0,31903698979591838;6272;19;19;1,000000000000000
LICANTEN;Valerie Coffin Fuenzalida;PR;H - CONTIGO CHILE MEJOR;Izquierda;1074;0,17123724489795919;6272;19;19;1,000000000000000
LICANTEN;Ariel Espinoza Cerpa;RN;Z - CHILE VAMOS;Derecha;843;0,13440688775510204;6272;19;19;1,000000000000000
LICANTEN;Nulo/Blanco;;NA;Otros;263;0,04193239795918367;6272;19;19;1,000000000000000
LIMACHE;Luciano Valenzuela Romero;IND;Z - CHILE VAMOS;Derecha;12413;0,32430243494618038;38276;111;111;1,000000000000000
LIMACHE;Sebastián Enrique Balbontin Bustamante;FA;H - CONTIGO CHILE MEJOR;Izquierda;8921;0,23307033127808549;38276;111;111;1,000000000000000
LIMACHE;Amal Del Carmen Salem Solis;IND;CANDIDATURAS INDEPENDIENTES;Independiente;4425;0,11560769150381441;38276;111;111;1,000000000000000
LIMACHE;Joel Andres Gonzalez Vega;IND;CANDIDATURAS INDEPENDIENTES;Independiente;4230;0,11051311526805309;38276;111;111;1,000000000000000
LIMACHE;Yerko Fabian Chamorro Sigdman;IND;CANDIDATURAS INDEPENDIENTES;Independiente;2326;0,06076915038144007;38276;111;111;1,000000000000000
LIMACHE;Oriana Perez Puebla;IND;F - PARTIDO SOCIAL CRISTIANO E INDEPENDIENTES;Independiente;988;0,02581251959452398;38276;111;111;1,000000000000000
LIMACHE;Nulo/Blanco;;NA;Otros;4973;0,12992475702790260;38276;111;111;1,000000000000000
LINARES;Mario Meza Vasquez;RN;Z - CHILE VAMOS;Derecha;30033;0,40234982048121753;74644;220;220;1,000000000000000
LINARES;Rolando Renteria Moller;IND;CANDIDATURAS INDEPENDIENTES;Independiente;11188;0,14988478645303038;74644;220;220;1,000000000000000
