comuna;candidato;partido;lista;sector;votos;porcentaje;total_votos;mesas_escrutadas;mesas_totales;mesas_porcentaje
NACIMIENTO;Nulo/Blanco;;NA;Otros;1138;0,05348749764993420;21276;64;64;1,000000000000000
NANCAGUA;Anibal Valenzuela Cariz;IND;CANDIDATURAS INDEPENDIENTES;Independiente;6901;0,46951966253912097;14698;41;41;1,000000000000000
NANCAGUA;Luis Eduardo Escanilla Gaete;PS;H - CONTIGO CHILE MEJOR;Izquierda;3166;0,21540345625255136;14698;41;41;1,000000000000000
NANCAGUA;Mario Bustamante Salinas;IND;CANDIDATURAS INDEPENDIENTES;Independiente;1260;0,08572594910872228;14698;41;41;1,000000000000000
NANCAGUA;Rodrigo Sepulveda Tagle;IND;Z - CHILE VAMOS;Derecha;998;0,06790039461151177;14698;41;41;1,000000000000000
NANCAGUA;Marcelo Horta Horta;IND;CANDIDATURAS INDEPENDIENTES;Independiente;818;0,05565383045312287;14698;41;41;1,000000000000000
NANCAGUA;Marina Rencoret Fuenzalida;IND;CANDIDATURAS INDEPENDIENTES;Independiente;657;0,04469995917811947;14698;41;41;1,000000000000000
NANCAGUA;Fernando Guerrero Salinas;IND;CANDIDATURAS INDEPENDIENTES;Independiente;116;0,00789223023540618;14698;41;41;1,000000000000000
NANCAGUA;Nulo/Blanco;;NA;Otros;782;0,05320451762144510;14698;41;41;1,000000000000000
NATALES;Ana Ester Mayorga Bahamonde;IND;CANDIDATURAS INDEPENDIENTES;Independiente;9437;0,56438012080617184;16721;64;64;1,000000000000000
NATALES;Marcelo Rodrigo Contreras Soto;PDC;H - CONTIGO CHILE MEJOR;Centro;2646;0,15824412415525388;16721;64;64;1,000000000000000
NATALES;Veronica Beatriz Perez Magdalena;IND;CANDIDATURAS INDEPENDIENTES;Independiente;1993;0,11919143591890437;16721;64;64;1,000000000000000
NATALES;Liber Marel Lazo Navarro;REP;Y - REPUBLICANOS E INDEPENDIENTES;Derecha;888;0,05310687159858860;16721;64;64;1,000000000000000
NATALES;Nulo/Blanco;;NA;Otros;1757;0,10507744752108128;16721;64;64;1,000000000000000
NAVIDAD;Yanko Blumen Antivilo;IND;H - CONTIGO CHILE MEJOR;Izquierda;2912;0,38165137614678901;7630;21;21;1,000000000000000
NAVIDAD;Prissila Nataly Farias Morales;IND;CANDIDATURAS INDEPENDIENTES;Independiente;2464;0,32293577981651378;7630;21;21;1,000000000000000
NAVIDAD;Pamela Morales Roldan;IND;CANDIDATURAS INDEPENDIENTES;Independiente;826;0,10825688073394496;7630;21;21;1,000000000000000
NAVIDAD;Juan Esteban Gonzalez Roman;IND;CANDIDATURAS INDEPENDIENTES;Independiente;730;0,09567496723460026;7630;21;21;1,000000000000000
NAVIDAD;Lautaro Farias Ortega;IND;Z - CHILE VAMOS;Derecha;289;0,03787680209698558;7630;21;21;1,000000000000000
NAVIDAD;Nulo/Blanco;;NA;Otros;409;0,05360419397116645;7630;21;21;1,000000000000000
NEGRETE;Alfredo Alejandro Peña Peña;PR;H - CONTIGO CHILE MEJOR;Izquierda;5270;0,61002430836902422;8639;25;25;1,000000000000000
NEGRETE;Placido Vidal Barnachea;IND;CANDIDATURAS INDEPENDIENTES;Independiente;3081;0,35663849982636880;8639;25;25;1,000000000000000
NEGRETE;Nulo/Blanco;;NA;Otros;288;0,03333719180460702;8639;25;25;1,000000000000000
NINHUE;Luis Molina Melo;IND;H - CONTIGO CHILE MEJOR;Izquierda;3246;0,62919170381856948;5159;15;15;1,000000000000000
NINHUE;Oscar Llanos Silva;EVOPOLI;Z - CHILE VAMOS;Derecha;1665;0,32273696452800932;5159;15;15;1,000000000000000
NINHUE;Nulo/Blanco;;NA;Otros;248;0,04807133165342121;5159;15;15;1,000000000000000
NOGALES;Leslie Pacheco Ramirez;IND;Z - CHILE VAMOS;Derecha;4634;0,26232663458816868;17665;53;53;1,000000000000000
NOGALES;Margarita De Las Mercedes Osorio Pizarro;IND;CANDIDATURAS INDEPENDIENTES;Independiente;4503;0,25491084064534392;17665;53;53;1,000000000000000
NOGALES;Ricardo Aliaga Cruz;IND;CANDIDATURAS INDEPENDIENTES;Independiente;4242;0,24013586187376168;17665;53;53;1,000000000000000
NOGALES;Jonathan Moises Vasquez Leon;PCCH;H - CONTIGO CHILE MEJOR;Izquierda;1585;0,08972544579677329;17665;53;53;1,000000000000000
NOGALES;Bernardo Brito Videla;IND;Y - REPUBLICANOS E INDEPENDIENTES;Derecha;752;0,04257005377865836;17665;53;53;1,000000000000000
NOGALES;Edwin Griffiths Guerra;IND;CANDIDATURAS INDEPENDIENTES;Independiente;473;0,02677611095386357;17665;53;53;1,000000000000000
NOGALES;Carlos Enrique Diaz Lillo;IND;CANDIDATURAS INDEPENDIENTES;Independiente;246;0,01392584206057175;17665;53;53;1,000000000000000
NOGALES;Nulo/Blanco;;NA;Otros;1230;0,06962921030285876;17665;53;53;1,000000000000000
NUEVA IMPERIAL;Cesar Sepulveda Huerta;PDC;H - CONTIGO CHILE MEJOR;Centro;10363;0,38384324764797395;26998;83;83;1,000000000000000
NUEVA IMPERIAL;Manuel Adolfo Salas Trautmann;IND;CANDIDATURAS INDEPENDIENTES;Independiente;8071;0,29894807022742426;26998;83;83;1,000000000000000
NUEVA IMPERIAL;Oscar Chefo Vergara Tapia;IND;CANDIDATURAS INDEPENDIENTES;Independiente;6198;0,22957256093043929;26998;83;83;1,000000000000000
NUEVA IMPERIAL;Hernan Gonzalo Coñoman Lepiman;PDG;P - PARTIDO DE LA GENTE E INDEPENDIENTES;Derecha;815;0,03018742129046596;26998;83;83;1,000000000000000
NUEVA IMPERIAL;Nulo/Blanco;;NA;Otros;1551;0,05744869990369657;26998;83;83;1,000000000000000
O'HIGGINS;Claudio Fica Gomez;PDC;H - CONTIGO CHILE MEJOR;Centro;185;0,32859680284191828;563;3;3;1,000000000000000
O'HIGGINS;Roberto Recabal Carcamo;IND;Z - CHILE VAMOS;Derecha;181;0,32149200710479575;563;3;3;1,000000000000000
O'HIGGINS;Gustavo Diego Marquez Cadagan;IND;CANDIDATURAS INDEPENDIENTES;Independiente;85;0,15097690941385436;563;3;3;1,000000000000000
O'HIGGINS;Lorena Andrea Molina Mansilla;IND;CANDIDATURAS INDEPENDIENTES;Independiente;72;0,12788632326820604;563;3;3;1,000000000000000
O'HIGGINS;Bruno Del Carmen Mansilla Perez;IND;CANDIDATURAS INDEPENDIENTES;Independiente;32;0,05683836589698046;563;3;3;1,000000000000000
O'HIGGINS;Nulo/Blanco;;NA;Otros;8;0,01420959147424512;563;3;3;1,000000000000000
OLIVAR;Maria Estrella Montero Carrasco;IND;Z - CHILE VAMOS;Derecha;5951;0,48730756632820177;12212;35;35;1,000000000000000
OLIVAR;Carla Paz Guajardo Pozo;IND;H - CONTIGO CHILE MEJOR;Izquierda;4566;0,37389452997052081;12212;35;35;1,000000000000000
OLIVAR;Sergio Alejandro Aravena Flores;IND;CANDIDATURAS INDEPENDIENTES;Independiente;789;0,06460858172289552;12212;35;35;1,000000000000000
OLIVAR;Nulo/Blanco;;NA;Otros;906;0,07418932197838192;12212;35;35;1,000000000000000
OLLAGUE;Jhean Camilo Ramirez Dominguez;IND;CANDIDATURAS INDEPENDIENTES;Independiente;394;0,37275307473982972;1057;4;4;1,000000000000000
OLLAGUE;Marcos Gaete Flores;IND;Z - CHILE VAMOS;Derecha;287;0,27152317880794702;1057;4;4;1,000000000000000
OLLAGUE;Humberto Flores Gonzalez;IND;CANDIDATURAS INDEPENDIENTES;Independiente;222;0,21002838221381268;1057;4;4;1,000000000000000
OLLAGUE;Patricia Castillo Salva;IND;CANDIDATURAS INDEPENDIENTES;Independiente;74;0,07000946073793755;1057;4;4;1,000000000000000
OLLAGUE;Marisol Lugo Nina;IND;CANDIDATURAS INDEPENDIENTES;Independiente;55;0,05203405865657521;1057;4;4;1,000000000000000
OLLAGUE;Nulo/Blanco;;NA;Otros;25;0,02365184484389782;1057;4;4;1,000000000000000
OLMUE;Jorge Elias Jil Herrera;IND;CANDIDATURAS INDEPENDIENTES;Independiente;5898;0,37383532991062940;15777;46;46;1,000000000000000
OLMUE;William Roberto Rodriguez Guzman;IND;H - CONTIGO CHILE MEJOR;Izquierda;3014;0,19103758635989099;15777;46;46;1,000000000000000
OLMUE;Vicente Caselli Ramos;REP;Y - REPUBLICANOS E INDEPENDIENTES;Derecha;2373;0,15040882297014641;15777;46;46;1,000000000000000
OLMUE;Cristian Yañez Vergara;IND;CANDIDATURAS INDEPENDIENTES;Independiente;1708;0,10825885783101984;15777;46;46;1,000000000000000
OLMUE;Noemi Susana Caceres Rojas;IND;CANDIDATURAS INDEPENDIENTES;Independiente;1189;0,07536287000063384;15777;46;46;1,000000000000000
OLMUE;Nulo/Blanco;;NA;Otros;1595;0,10109653292767953;15777;46;46;1,000000000000000
OSORNO;Jaime Alberto Bertin Valenzuela;IND;CANDIDATURAS INDEPENDIENTES;Independiente;28901;0,23462793680689734;123178;377;377;1,000000000000000
OSORNO;Javier Hernandez Hernandez;UDI;Z - CHILE VAMOS;Derecha;28738;0,23330464855737226;123178;377;377;1,000000000000000
OSORNO;Emeterio Carrillo Torres;PDC;H - CONTIGO CHILE MEJOR;Centro;24096;0,19561934761077465;123178;377;377;1,000000000000000
OSORNO;Alvaro Andres Gomez Gonzalez;IND;CANDIDATURAS INDEPENDIENTES;Independiente;23548;0,19117050122586826;123178;377;377;1,000000000000000
OSORNO;Jaime Paredes Paredes;PSC;F - PARTIDO SOCIAL CRISTIANO E INDEPENDIENTES;Derecha;3358;0,02726136160678043;123178;377;377;1,000000000000000
OSORNO;Maurice Goudie Dominguez;IND;CANDIDATURAS INDEPENDIENTES;Independiente;1925;0,01562779067690659;123178;377;377;1,000000000000000
OSORNO;Nulo/Blanco;;NA;Otros;12612;0,10238841351540048;123178;377;377;1,000000000000000
OVALLE;Héctor Vega Campusano;IND;CANDIDATURAS INDEPENDIENTES;Independiente;33691;0,40701411037015561;82776;245;245;1,000000000000000
OVALLE;Jonathan Acuña Rojas;PDC;H - CONTIGO CHILE MEJOR;Centro;20463;0,24720933603943171;82776;245;245;1,000000000000000
OVALLE;Gerald Luis Castillo Castillo;IND;P - PARTIDO DE LA GENTE E INDEPENDIENTES;Independiente;4773;0,05766164105537837;82776;245;245;1,000000000000000
OVALLE;Carlos Antonio Araya Bugueño;DEMOCRATAS;R - CENTRO DEMOCRATICO;Derecha;3977;0,04804532714796560;82776;245;245;1,000000000000000
OVALLE;Maria Godoy Milla;IND;F - PARTIDO SOCIAL CRISTIANO E INDEPENDIENTES;Independiente;3549;0,04287474630327631;82776;245;245;1,000000000000000
OVALLE;Ricardo Gonzalez Gonzalez;IND;CANDIDATURAS INDEPENDIENTES;Independiente;2899;0,03502222866531362;82776;245;245;1,000000000000000
OVALLE;Francisco Morgado Salfate;IND;CANDIDATURAS INDEPENDIENTES;Independiente;2567;0,03101140427176960;82776;245;245;1,000000000000000
OVALLE;Nulo/Blanco;;NA;Otros;10857;0,13116120614670920;82776;245;245;1,000000000000000
PADRE HURTADO;Felipe Muñoz Heredia;PS;H - CONTIGO CHILE MEJOR;Izquierda;26418;0,51346938775510209;51450;144;144;1,000000000000000
PADRE HURTADO;Jose Miguel Arellano Merino;RN;Z - CHILE VAMOS;Derecha;19018;0,36964042759961130;51450;144;144;1,000000000000000
PADRE HURTADO;Patricio Muñoz Vegas;IND;CANDIDATURAS INDEPENDIENTES;Independiente;2976;0,05784256559766764;51450;144;144;1,000000000000000
PADRE HURTADO;Nulo/Blanco;;NA;Otros;3038;0,05904761904761905;51450;144;144;1,000000000000000
PADRE LAS CASAS;Mario Hernan Gonzalez Rebolledo;IND;CANDIDATURAS INDEPENDIENTES;Independiente;16739;0,30046130925669973;55711;168;168;1,000000000000000
PADRE LAS CASAS;Evelyn Virginia Mora Gallegos;IND;Y - REPUBLICANOS E INDEPENDIENTES;Derecha;11691;0,20985083735707491;55711;168;168;1,000000000000000
PADRE LAS CASAS;Jose Bravo Burgos;IND;CANDIDATURAS INDEPENDIENTES;Independiente;11129;0,19976306294986629;55711;168;168;1,000000000000000
PADRE LAS CASAS;Marcela Esparza Saavedra;EVOPOLI;Z - CHILE VAMOS;Derecha;6891;0,12369191003572005;55711;168;168;1,000000000000000
PADRE LAS CASAS;Luis Antonio Levi Aninao;IND;CANDIDATURAS INDEPENDIENTES;Independiente;1792;0,03216599953330581;55711;168;168;1,000000000000000
PADRE LAS CASAS;Nulo/Blanco;;NA;Otros;7469;0,13406688086733320;55711;168;168;1,000000000000000
PAIHUANO;Hernan Ahumada Ahumada;RN;Z - CHILE VAMOS;Derecha;2346;0,51810954063604242;4528;14;14;1,000000000000000
PAIHUANO;Julio Alberto Rodriguez Alvarez;IND;CANDIDATURAS INDEPENDIENTES;Independiente;1690;0,37323321554770317;4528;14;14;1,000000000000000
PAIHUANO;Patricia Ardiles Ordenes;IND;CANDIDATURAS INDEPENDIENTES;Independiente;202;0,04461130742049470;4528;14;14;1,000000000000000
PAIHUANO;Rosa Luz Pinto Rojas;FREVS;H - CONTIGO CHILE MEJOR;Izquierda;59;0,01303003533568905;4528;14;14;1,000000000000000
PAIHUANO;Nulo/Blanco;;NA;Otros;231;0,05101590106007067;4528;14;14;1,000000000000000
PAILLACO;Cristian Navarrete Quezada;IND;H - CONTIGO CHILE MEJOR;Izquierda;8181;0,48990957542367808;16699;53;53;1,000000000000000
PAILLACO;Miguel Angel Carrasco Garcia;IND;CANDIDATURAS INDEPENDIENTES;Independiente;6015;0,36020120965327262;16699;53;53;1,000000000000000
PAILLACO;Rodrigo Cortes Oyarzun;EVOPOLI;Z - CHILE VAMOS;Derecha;1455;0,08713096592610337;16699;53;53;1,000000000000000
PAILLACO;Nulo/Blanco;;NA;Otros;1048;0,06275824899694593;16699;53;53;1,000000000000000
PAINE;Rodrigo Contreras Gutierrez;UDI;Z - CHILE VAMOS;Derecha;34614;0,62593128390596742;55300;158;158;1,000000000000000
PAINE;Mario Antonio Arros Muñoz;FREVS;H - CONTIGO CHILE MEJOR;Izquierda;6976;0,12614828209764919;55300;158;158;1,000000000000000
PAINE;Ramon Sandoval Zurita;IND;CANDIDATURAS INDEPENDIENTES;Independiente;5552;0,10039783001808318;55300;158;158;1,000000000000000
PAINE;Gustavo Enrique Gonzalez Araya;IND;X - ECOLOGISTAS, ANIMALISTAS E INDEPENDIENTES;Independiente;3749;0,06779385171790235;55300;158;158;1,000000000000000
PAINE;Nulo/Blanco;;NA;Otros;4409;0,07972875226039783;55300;158;158;1,000000000000000
PALENA;Julio Delgado Retamal;RN;Z - CHILE VAMOS;Derecha;795;0,50701530612244894;1568;6;6;1,000000000000000
PALENA;Willy Octavio Rosas Delgado;IND;CANDIDATURAS INDEPENDIENTES;Independiente;706;0,45025510204081631;1568;6;6;1,000000000000000
PALENA;Nulo/Blanco;;NA;Otros;67;0,04272959183673469;1568;6;6;1,000000000000000
PALMILLA;Carlos Carrero Perez;IND;CANDIDATURAS INDEPENDIENTES;Independiente;4346;0,41390476190476189;10500;28;28;1,000000000000000
PALMILLA;Hugo Vargas Cordova;PDC;H - CONTIGO CHILE MEJOR;Centro;4302;0,40971428571428570;10500;28;28;1,000000000000000
PALMILLA;Maria Isabel Moraga Cordova;IND;R - CENTRO DEMOCRATICO;Centro;1257;0,11971428571428572;10500;28;28;1,000000000000000
PALMILLA;Nulo/Blanco;;NA;Otros;595;0,05666666666666666;10500;28;28;1,000000000000000
PANGUIPULLI;Rodrigo Valdivia Orias;PS;H - CONTIGO CHILE MEJOR;Izquierda;9151;0,31361595668117481;29179;104;104;1,000000000000000
PANGUIPULLI;Pedro Burgos Vasquez;IND;CANDIDATURAS INDEPENDIENTES;Independiente;8438;0,28918057507111278;29179;104;104;1,000000000000000
PANGUIPULLI;David Ruiz Cifuentes;IND;Z - CHILE VAMOS;Derecha;4525;0,15507728160663492;29179;104;104;1,000000000000000
PANGUIPULLI;Elias Sabat Acleh;IND;CANDIDATURAS INDEPENDIENTES;Independiente;3382;0,11590527434113575;29179;104;104;1,000000000000000
PANGUIPULLI;Pablo Sandoval Jara;IND;CANDIDATURAS INDEPENDIENTES;Independiente;909;0,03115254121114500;29179;104;104;1,000000000000000
PANGUIPULLI;Nulo/Blanco;;NA;Otros;2774;0,09506837108879673;29179;104;104;1,000000000000000
PANQUEHUE;Gonzalo Vergara Lizana;IND;H - CONTIGO CHILE MEJOR;Izquierda;4093;0,62336277794699968;6566;18;18;1,000000000000000
PANQUEHUE;Luis Reinaldo Pradenas Moran;IND;CANDIDATURAS INDEPENDIENTES;Independiente;2182;0,33231800182759669;6566;18;18;1,000000000000000
PANQUEHUE;Nulo/Blanco;;NA;Otros;291;0,04431922022540359;6566;18;18;1,000000000000000
PAPUDO;Claudia Adasme Donoso;RN;Z - CHILE VAMOS;Derecha;4038;0,61135503406510217;6605;19;19;1,000000000000000
PAPUDO;Rosa De Lourdes Prieto Valdes;IND;CANDIDATURAS INDEPENDIENTES;Independiente;1084;0,16411809235427707;6605;19;19;1,000000000000000
PAPUDO;Margarita Jesus Sandoval Carrasco;IND;CANDIDATURAS INDEPENDIENTES;Independiente;946;0,14322482967448902;6605;19;19;1,000000000000000
PAPUDO;Jaime Ahumada Robles;PDC;H - CONTIGO CHILE MEJOR;Centro;340;0,05147615442846329;6605;19;19;1,000000000000000
PAPUDO;Nulo/Blanco;;NA;Otros;197;0,02982588947766843;6605;19;19;1,000000000000000
PAREDONES;Moises Carvacho Vargas;RN;Z - CHILE VAMOS;Derecha;2315;0,33969185619955977;6815;20;20;1,000000000000000
PAREDONES;Gabriela Leiva Lopez;IND;H - CONTIGO CHILE MEJOR;Izquierda;1920;0,28173147468818782;6815;20;20;1,000000000000000
PAREDONES;Hernaldo Andres Ahumada Chavez;IND;CANDIDATURAS INDEPENDIENTES;Independiente;824;0,12090975788701394;6815;20;20;1,000000000000000
PAREDONES;Ariel Hernan Valenzuela Fuenzalida;IND;CANDIDATURAS INDEPENDIENTES;Independiente;667;0,09787234042553192;6815;20;20;1,000000000000000
PAREDONES;Johny Cornejo Ordenes;IND;CANDIDATURAS INDEPENDIENTES;Independiente;505;0,07410124724871607;6815;20;20;1,000000000000000
PAREDONES;Emiliano Guerrero Torres;IND;CANDIDATURAS INDEPENDIENTES;Independiente;238;0,03492296404988995;6815;20;20;1,000000000000000
PAREDONES;Margarita Catalan Parada;IND;F - PARTIDO SOCIAL CRISTIANO E INDEPENDIENTES;Independiente;67;0,00983125458547322;6815;20;20;1,000000000000000
PAREDONES;Nulo/Blanco;;NA;Otros;279;0,04093910491562729;6815;20;20;1,000000000000000
PARRAL;Patricio Alejandro Ojeda Alarcon;IND;Y - REPUBLICANOS E INDEPENDIENTES;Derecha;14518;0,42115339986075656;34472;104;104;1,000000000000000
PARRAL;Rodrigo Esteban Castro Sepulveda;IND;H - CONTIGO CHILE MEJOR;Izquierda;13304;0,38593641216059410;34472;104;104;1,000000000000000
PARRAL;Fabian Abasolo Narvaez;IND;CANDIDATURAS INDEPENDIENTES;Independiente;4181;0,12128684149454630;34472;104;104;1,000000000000000
PARRAL;Nulo/Blanco;;NA;Otros;2469;0,07162334648410304;34472;104;104;1,000000000000000
PEDRO AGUIRRE CERDA;Luis Alberto Astudillo Peiretti;IND;H - CONTIGO CHILE MEJOR;Izquierda;40674;0,54288459998398331;74922;225;225;1,000000000000000
PEDRO AGUIRRE CERDA;Juan Rozas Romero;IND;CANDIDATURAS INDEPENDIENTES;Independiente;12420;0,16577240329943141;74922;225;225;1,000000000000000
PEDRO AGUIRRE CERDA;Humberto Garcia Diaz;RN;Z - CHILE VAMOS;Derecha;7168;0,09567283307973626;74922;225;225;1,000000000000000
PEDRO AGUIRRE CERDA;Constanza Rozas Salgado;IND;B - IZQUIERDA ECOLOGISTA POPULAR;Independiente;5127;0,06843116841515176;74922;225;225;1,000000000000000
PEDRO AGUIRRE CERDA;Nulo/Blanco;;NA;Otros;9533;0,12723899522169724;74922;225;225;1,000000000000000
PELARCO;Boris Cabrera Lazo;IND;CANDIDATURAS INDEPENDIENTES;Independiente;3455;0,38181014476737762;9049;27;27;1,000000000000000
PELARCO;Johan Guerra Aguero;IND;Z - CHILE VAMOS;Derecha;2242;0,24776218366670349;9049;27;27;1,000000000000000
PELARCO;Alfredo De Jesus Perez Leiva;IND;CANDIDATURAS INDEPENDIENTES;Independiente;1613;0,17825174052381479;9049;27;27;1,000000000000000
PELARCO;Roberto German Silva Adi;PPD;H - CONTIGO CHILE MEJOR;Centro;1018;0,11249861863189303;9049;27;27;1,000000000000000
PELARCO;Shirley Paola Vasconcellos Poblete;IND;CANDIDATURAS INDEPENDIENTES;Independiente;202;0,02232290860868604;9049;27;27;1,000000000000000
PELARCO;Nulo/Blanco;;NA;Otros;519;0,05735440380152503;9049;27;27;1,000000000000000
PELLUHUE;Maria Luz Reyes Orellana;IND;H - CONTIGO CHILE MEJOR;Izquierda;3971;0,52989057912997062;7494;22;22;1,000000000000000
PELLUHUE;Fabian Meza Hernandez;IND;Z - CHILE VAMOS;Derecha;3268;0,43608219909260743;7494;22;22;1,000000000000000
PELLUHUE;Nulo/Blanco;;NA;Otros;255;0,03402722177742194;7494;22;22;1,000000000000000
PEMUCO;Johnnson Guiñez Nuñez;IND;Z - CHILE VAMOS;Derecha;3575;0,46842243186582810;7632;23;23;1,000000000000000
PEMUCO;Gonzalo Sandoval Gallardo;PDC;H - CONTIGO CHILE MEJOR;Centro;3377;0,44247903563941299;7632;23;23;1,000000000000000
PEMUCO;Ismael Ulises Palma Guiñez;IND;CANDIDATURAS INDEPENDIENTES;Independiente;365;0,04782494758909853;7632;23;23;1,000000000000000
PEMUCO;Nulo/Blanco;;NA;Otros;315;0,04127358490566038;7632;23;23;1,000000000000000
PENCAHUE;Jose Miguel Tobar Aravena;IND;H - CONTIGO CHILE MEJOR;Izquierda;3307;0,34344168657181429;9629;29;29;1,000000000000000
PENCAHUE;Ruben Osvaldo Faundez Gomez;IND;CANDIDATURAS INDEPENDIENTES;Independiente;2214;0,22993041852736526;9629;29;29;1,000000000000000
PENCAHUE;Osvaldo Herrera Valdes;IND;Z - CHILE VAMOS;Derecha;2086;0,21663724166580123;9629;29;29;1,000000000000000
PENCAHUE;Marcelo Alejandro Viedma Villaman;IND;CANDIDATURAS INDEPENDIENTES;Independiente;1564;0,16242600477723543;9629;29;29;1,000000000000000
PENCAHUE;Nulo/Blanco;;NA;Otros;458;0,04756464845778378;9629;29;29;1,000000000000000
PENCO;Rodrigo Vera Riquelme;IND;CANDIDATURAS INDEPENDIENTES;Independiente;22611;0,58378085304141281;38732;114;114;1,000000000000000
PENCO;Freddy Neira Paredes;PDC;H - CONTIGO CHILE MEJOR;Centro;10153;0,26213466900753901;38732;114;114;1,000000000000000
PENCO;Luis Guerrero Soto;IND;CANDIDATURAS INDEPENDIENTES;Independiente;3209;0,08285138903232470;38732;114;114;1,000000000000000
PENCO;Nulo/Blanco;;NA;Otros;2759;0,07123308891872354;38732;114;114;1,000000000000000
PERALILLO;Claudio Abraham Cumsille Chomali;PS;H - CONTIGO CHILE MEJOR;Izquierda;5425;0,54858934169278994;9889;29;29;1,000000000000000
PERALILLO;Gerardo Jose Carlos Cornejo Perez;IND;R - CENTRO DEMOCRATICO;Centro;2136;0,21599757306097683;9889;29;29;1,000000000000000
PERALILLO;Fabian Guajardo Leon;IND;CANDIDATURAS INDEPENDIENTES;Independiente;1010;0,10213368389119223;9889;29;29;1,000000000000000
PERALILLO;Jose Rivera Saldaña;UDI;Z - CHILE VAMOS;Derecha;609;0,06158357771260997;9889;29;29;1,000000000000000
PERALILLO;Roberto Michelini Pandolfi;IND;CANDIDATURAS INDEPENDIENTES;Independiente;171;0,01729194053999393;9889;29;29;1,000000000000000
PERALILLO;Nulo/Blanco;;NA;Otros;538;0,05440388310243705;9889;29;29;1,000000000000000
PERQUENCO;Alejandro Sepulveda Tapia;PPD;H - CONTIGO CHILE MEJOR;Centro;3076;0,48349575605155609;6362;19;19;1,000000000000000
PERQUENCO;Luis Alberto Muñoz Perez;IND;CANDIDATURAS INDEPENDIENTES;Independiente;1993;0,31326626846903488;6362;19;19;1,000000000000000
PERQUENCO;Miguel Lara Valdebenito;IND;CANDIDATURAS INDEPENDIENTES;Independiente;1000;0,15718327569946558;6362;19;19;1,000000000000000
PERQUENCO;Nulo/Blanco;;NA;Otros;293;0,04605469977994341;6362;19;19;1,000000000000000
PETORCA;Gustavo Henriquez Toledo;IND;Z - CHILE VAMOS;Derecha;2918;0,35254319197776973;8277;24;24;1,000000000000000
PETORCA;Ignacio Gamalier Villalobos Henriquez;IND;H - CONTIGO CHILE MEJOR;Izquierda;2879;0,34783133985743625;8277;24;24;1,000000000000000
PETORCA;Gustavo Fernando Valdenegro Rubillo;IND;CANDIDATURAS INDEPENDIENTES;Independiente;2014;0,24332487616286094;8277;24;24;1,000000000000000
PETORCA;Nulo/Blanco;;NA;Otros;466;0,05630059200193307;8277;24;24;1,000000000000000
PEUMO;Fermin Alejandro Carreño Carreño;IND;H - CONTIGO CHILE MEJOR;Izquierda;6441;0,53670527456045325;12001;35;35;1,000000000000000
PEUMO;Carlos Ariel Aliaga Donoso;IND;CANDIDATURAS INDEPENDIENTES;Independiente;4910;0,40913257228564287;12001;35;35;1,000000000000000
PEUMO;Nulo/Blanco;;NA;Otros;650;0,05416215315390384;12001;35;35;1,000000000000000
PEÑAFLOR;Rodrigo Cornejo Inostroza;UDI;Z - CHILE VAMOS;Derecha;20992;0,31166671615642721;67354;194;194;1,000000000000000
PEÑAFLOR;Nibaldo Meza Garfia;PDC;H - CONTIGO CHILE MEJOR;Centro;18457;0,27402975324405382;67354;194;194;1,000000000000000
PEÑAFLOR;Manuel Segundo Fuentes Rosales;IND;CANDIDATURAS INDEPENDIENTES;Independiente;12489;0,18542328592214272;67354;194;194;1,000000000000000
PEÑAFLOR;Diego San Martín Velasco;IND;CANDIDATURAS INDEPENDIENTES;Independiente;5580;0,08284585919173323;67354;194;194;1,000000000000000
PEÑAFLOR;Claudia Aranguiz Vielma;IND;CANDIDATURAS INDEPENDIENTES;Independiente;3383;0,05022715800100959;67354;194;194;1,000000000000000
PEÑAFLOR;Emma Patricia Morales Arzola;IND;CANDIDATURAS INDEPENDIENTES;Independiente;1121;0,01664340647919945;67354;194;194;1,000000000000000
PEÑAFLOR;Nulo/Blanco;;NA;Otros;5332;0,07916382100543398;67354;194;194;1,000000000000000
PEÑALOLEN;Miguel Andres Concha Manso;FA;H - CONTIGO CHILE MEJOR;Izquierda;52293;0,31706370620085006;164929;483;483;1,000000000000000
PEÑALOLEN;Claudia Mora Vega;RN;Z - CHILE VAMOS;Derecha;52170;0,31631793074595738;164929;483;483;1,000000000000000
PEÑALOLEN;Carlos Alarcon Castro;IND;F - PARTIDO SOCIAL CRISTIANO E INDEPENDIENTES;Independiente;31217;0,18927538516573800;164929;483;483;1,000000000000000
PEÑALOLEN;Eduardo Giesen Amtmann;IND;B - IZQUIERDA ECOLOGISTA POPULAR;Independiente;9321;0,05651522776467450;164929;483;483;1,000000000000000
PEÑALOLEN;Nulo/Blanco;;NA;Otros;19928;0,12082775012278010;164929;483;483;1,000000000000000
PICA;Iván Infante Chacon;IND;Z - CHILE VAMOS;Derecha;2736;0,50959210281244183;5369;18;18;1,000000000000000
PICA;Juan Carlos Godoy Apala;IND;H - CONTIGO CHILE MEJOR;Izquierda;2431;0,45278450363196127;5369;18;18;1,000000000000000
PICA;Nulo/Blanco;;NA;Otros;202;0,03762339355559695;5369;18;18;1,000000000000000
PICHIDEGUA;Adolfo Ceron Gonzalez;IND;CANDIDATURAS INDEPENDIENTES;Independiente;8107;0,48940537277392093;16565;46;46;1,000000000000000
